0,5016
0,5130
0,5239
0,5247
0,5262
0,5263
0,5297
0,5396
0,5445
0,5448
0,5448
0,5448
0,5452
0,5452
0,5460
0,5467
0,5470
0,5477
0,5477
0,5547
0,5590
0,5716
0,5727
0,5833
0,5943
0,6359
0,6404
0,6438
0,6445
0,6448
0,6451
0,6468
0,6473
0,6475
0,6560
0,6638
0,6640
0,6660
0,6660
0,6770
0,6796
0,6836
0,6914
0,6914
0,6975
0,6987
0,7181
0,7292
0,7343
0,7365
0,7460
0,7472
0,7529
0,7529
0,7560
0,7569
0,7620
0,7662
0,7664
0,7679
0,7683
0,7687
0,7688
0,7691
0,7691
0,7720
0,7846
0,7875
0,8019
0,8049
0,8080
0,8184
0,8185
0,8234
0,8321
0,8332
0,8332
0,8679
0,8732
0,8732
0,8732
0,8792
0,8914
0,8914
0,8955
0,9025
0,9029
0,9036
0,9038
0,9048
0,9060
0,9062
0,9063
0,9082
0,9091
0,9186
0,9186
0,9275
0,9278
0,9390
0,9441
0,9589
0,9612
0,9636
0,9739
0,9745
0,9819
0,9822
0,9827
0,9969
0,10035
